reg_number,aircraft_model,age,airline_code,DATE,FLIGHT,FROM,TO,std_utc,scheduled_dep_hour,dep_delay_minutes,prev_dep_delay_minutes,scheduled_turnaround,actual_buffer_left,flight_legs,cumulative_delay,is_cavok,wind_speed,is_gust,visibility_meters,has_thunderstorm,has_heavy_rain,has_low_vis_fog,time_crawled_UTC,dep_recent_index,dep_recent_delay_avg,actual_turnaround
VN-A585,A321-211,14.1,BAV,10/03,QH101,HAN,DAD,2026-03-10 22:35:00,22,11.0,45.0,240.0,225.0,4,100.0,,,,,,,,,,,236.0
VN-A332,A321-231,14.3,VNA,10/03,VN7913,DAD,BMV,2026-03-10 22:45:00,22,0.0,6.0,560.0,571.0,1,0.0,,,,,,,,,,,571.0
VN-A650,A320-214,11.1,VJC,10/03,VJ380,SGN,UIH,2026-03-10 22:50:00,22,22.0,33.0,545.0,525.0,1,0.0,,,,,,,,,,,547.0
VN-A623,A321-272N,7.1,VNA,10/03,VJ503,HAN,DAD,2026-03-10 22:55:00,22,26.0,37.0,460.0,441.0,1,0.0,,,,,,,,,,,467.0
VN-A632,A321-211,8.5,VJC,10/03,VJ503,HAN,DAD,2026-03-10 22:55:00,22,26.0,37.0,460.0,441.0,1,0.0,,,,,,,,,,,467.0
VN-A637,A321-211,8.3,VJC,10/03,VJ212,SGN,VII,2026-03-10 22:55:00,22,0.0,80.0,420.0,366.0,1,0.0,,,,,,,,,,,-1005.0
VN-A641,A321-211,8.8,VJC,10/03,VJ491,HAN,BMV,2026-03-10 22:55:00,22,23.0,14.0,300.0,314.0,1,0.0,,,,,,,,,,,337.0
VN-A329,A321-231,14.3,VNA,10/03,VN1541,HAN,HUI,2026-03-10 23:00:00,23,12.0,17.0,620.0,616.0,1,0.0,,,,,,,,,,,628.0
VN-A535,A321-211,10.1,VJC,10/03,VJ869,PUS,SGN,2026-03-10 23:00:00,23,43.0,58.0,65.0,36.0,3,68.0,,,,,,,,,,,79.0
VN-A635,A321-211,8.4,VJC,10/03,VJ443,HAN,PQC,2026-03-10 23:00:00,23,9.0,6.0,270.0,295.0,1,0.0,,,,,,,,,,,304.0
VN-A889,A350-941,10.4,VNA,10/03,VN206,SGN,HAN,2026-03-10 23:00:00,23,37.0,19.0,590.0,597.0,1,0.0,,,,,,,,,,,634.0
VN-A890,A350-941,9.4,VNA,10/03,VN243,HAN,SGN,2026-03-10 23:00:00,23,16.0,22.0,100.0,112.0,2,22.0,,,,,,,,,,,128.0
VN-A671,A320-214,10.1,VJC,10/03,VJ421,HAN,PXU,2026-03-10 23:05:00,23,23.0,20.0,460.0,457.0,1,0.0,,,,,,,,,,,480.0
JU-1410,A320-214,14.9,BAV,10/03,QH150,SGN,DAD,2026-03-10 23:15:00,23,26.0,57.0,280.0,259.0,1,0.0,,,,,,,,,,,285.0
VN-A522,A321-211,10.8,VJC,10/03,VJ989,PUS,DAD,2026-03-10 23:30:00,23,2.0,51.0,100.0,92.0,2,51.0,,,,,,,,,,,94.0
VN-A324,A321-231,14.8,VNA,10/03,VN571,TPE,SGN,2026-03-10 23:45:00,23,0.0,53.0,635.0,602.0,1,0.0,,,,,,,,,,,-822.0
VN-A392,A321-231,13.5,VNA,10/03,VN156,DAD,HAN,2026-03-10 23:45:00,23,0.0,14.0,505.0,506.0,1,0.0,,,,,,,,,,,470.0
VN-A618,A321-272N,7.1,VNA,10/03,VN1272,SGN,THD,2026-03-10 23:45:00,23,11.0,236.0,340.0,137.0,1,0.0,,,,,,,,,,,148.0
VN-A630,A321-211,8.9,VJC,10/03,VJ176,SGN,HAN,2026-03-10 23:50:00,23,0.0,0.0,405.0,427.0,1,0.0,,,,,,,,,,,-992.0
VN-A633,A321-211,8.5,VJC,10/03,VJ813,SGN,SIN,2026-03-10 23:50:00,23,0.0,14.0,160.0,169.0,4,39.0,,,,,,,,,,,-1248.0
VN-A812,A330-343,15.5,VJC,10/03,VJ167,HAN,SGN,2026-03-10 23:50:00,23,0.0,18.0,75.0,85.0,3,36.0,,,,,,,,,,,-1341.0
VN-A505,A321-272N,6.5,VNA,10/03,VN359,FUK,HAN,2026-03-10 23:55:00,23,0.0,9.0,80.0,84.0,4,40.0,,,,,,,,,,,-1341.0
VN-A607,A321-271N,6.8,VJC,10/03,VJ823,NRT,SGN,2026-03-10 23:55:00,23,0.0,196.0,80.0,-64.0,2,196.0,,,,,,,,,,,-1310.0
VN-A617,A321-272N,7.3,VNA,11/03,VN1340,SGN,CXR,2026-03-11 00:01:00,0,9.0,38.0,586.0,572.0,1,0.0,,,,,,,,,,,581.0
VN-A886,A350-941,10.8,VNA,11/03,VN207,HAN,SGN,2026-03-11 00:01:00,0,14.0,0.0,96.0,162.0,3,8.0,,,,,,,,,,,176.0
VN-A227,A321-211,13.0,BAV,11/03,QH203,HAN,SGN,2026-03-11 00:05:00,0,18.0,0.0,188.0,188.0,2,0.0,,,,,,,,,,,206.0
VN-A390,A321-231,13.5,VNA,11/03,VN1404,SGN,VDH,2026-03-11 00:05:00,0,11.0,31.0,475.0,467.0,1,0.0,,,,,,,,,,,478.0
ER-00005,A320-214,12.2,BAV,11/03,QH204,SGN,HAN,2026-03-11 00:10:00,0,14.0,6.0,745.0,764.0,1,0.0,,,,,,,,,,,778.0
VN-A534,A321-271NX,5.3,VJC,11/03,VJ905,HAN,KUL,2026-03-11 00:10:00,0,28.0,44.0,535.0,481.0,1,0.0,,,,,,,,,,,509.0
VN-A672,A320-214,10.1,VJC,11/03,VJ622,SGN,DAD,2026-03-11 00:20:00,0,40.0,4.0,415.0,432.0,1,0.0,,,,,,,,,,,472.0
VN-A500,A321-271NX,0.9,VJC,11/03,VJ921,NGO,HAN,2026-03-11 00:25:00,0,4.0,10.0,85.0,100.0,4,203.0,,,,,,,,,,,104.0
VN-A503,A321-272N,6.8,VNA,11/03,VN517,PKX,SGN,2026-03-11 00:30:00,0,22.0,48.0,120.0,74.0,4,48.0,,,,,,,,,,,96.0
VN-A536,A321-271NX,3.2,VJC,11/03,VJ325,SGN,PQC,2026-03-11 00:30:00,0,32.0,17.0,605.0,603.0,1,0.0,,,,,,,,,,,635.0
VN-A650,A320-214,11.1,VJC,11/03,VJ381,UIH,SGN,2026-03-11 00:30:00,0,15.0,22.0,29.0,32.0,2,22.0,,,,,,,,,,,47.0
VN-A655,A320-214,11.1,VJC,11/03,VJ956,HAN,PUS,2026-03-11 00:30:00,0,14.0,0.0,70.0,130.0,3,12.0,,,,,,,,,,,144.0
VN-A815,A330-343,10.3,VJC,11/03,VJ933,NRT,HAN,2026-03-11 00:30:00,0,45.0,23.0,90.0,113.0,3,40.0,,,,,,,,,,,158.0
VN-A323,A321-231,14.9,VNA,11/03,VN1660,SGN,TBB,2026-03-11 00:35:00,0,21.0,22.0,515.0,528.0,1,0.0,,,,,,,,,,,549.0
VN-A523,A321-271NX,0.9,VJC,11/03,VJ886,SGN,KHH,2026-03-11 00:35:00,0,19.0,,,,1,0.0,,,,,,,,,,,
VN-A532,A321-211,11.0,VJC,11/03,VJ940,HAN,TPE,2026-03-11 00:35:00,0,23.0,8.0,600.0,633.0,1,0.0,,,,,,,,,,,656.0
VN-A393,A321-231,13.5,VNA,11/03,VN587,KHH,HAN,2026-03-11 00:40:00,0,0.0,37.0,660.0,652.0,1,0.0,,,,,,,,,,,635.0
VN-A585,A321-211,14.1,BAV,11/03,QH104,DAD,HAN,2026-03-11 00:40:00,0,6.0,11.0,39.0,53.0,5,111.0,,,,,,,,,,,59.0
VN-A623,A321-272N,7.1,VNA,11/03,VJ504,DAD,HAN,2026-03-11 00:40:00,0,34.0,26.0,30.0,20.0,2,26.0,,,,,,,,,,,54.0
VN-A632,A321-211,8.5,VJC,11/03,VJ504,DAD,HAN,2026-03-11 00:40:00,0,34.0,26.0,30.0,20.0,2,26.0,,,,,,,,,,,54.0
VN-A334,A321-231,13.8,VNA,11/03,VN1715,HAN,VII,2026-03-11 00:45:00,0,7.0,25.0,550.0,546.0,1,0.0,,,,,,,,,,,553.0
VN-A525,A321-271NX,2.5,VJC,11/03,VJ272,SGN,HPH,2026-03-11 00:45:00,0,34.0,1.0,420.0,438.0,1,0.0,,,,,,,,,,,472.0
VN-A329,A321-231,14.3,VNA,11/03,VN1540,HUI,HAN,2026-03-11 00:50:00,0,1.0,12.0,35.0,47.0,2,12.0,,,,,,,,,,,48.0
VN-A539,A321-271NX,1.4,VJC,11/03,VJ3524,KHV,HAN,2026-03-11 00:54:00,0,0.0,0.0,492.0,492.0,1,0.0,,,,,,,,,,,492.0
VN-A332,A321-231,14.3,VNA,11/03,VN7912,BMV,DAD,2026-03-11 00:55:00,0,3.0,0.0,65.0,95.0,2,0.0,,,,,,,,,,,98.0
VN-A693,A321-271N,7.0,VJC,11/03,VJ730,CXR,HPH,2026-03-11 01:00:00,1,6.0,,,,1,0.0,,,,,,,,,,,
VN-A866,B787-900,10.2,VNA,11/03,VN321,KIX,SGN,2026-03-11 01:00:00,1,21.0,12.0,180.0,204.0,4,80.0,,,,,,,,,,,225.0
VN-A888,A350-941,10.5,VNA,11/03,VN335,KIX,HAN,2026-03-11 01:00:00,1,12.0,10.0,185.0,188.0,2,10.0,,,,,,,,,,,200.0
VN-A619,A321-272N,7.1,VNA,11/03,VN112,SGN,DAD,2026-03-11 01:05:00,1,10.0,4.0,55.0,81.0,2,4.0,,,,,,,,,,,91.0
VN-A671,A320-214,10.1,VJC,11/03,VJ422,PXU,HAN,2026-03-11 01:05:00,1,27.0,23.0,30.0,20.0,2,23.0,,,,,,,,,,,47.0
JU-1410,A320-214,14.9,BAV,11/03,QH151,DAD,SGN,2026-03-11 01:10:00,1,28.0,26.0,30.0,31.0,2,26.0,,,,,,,,,,,59.0
VN-A616,A321-272N,6.9,VNA,11/03,VN431,ICN,DAD,2026-03-11 01:10:00,1,23.0,16.0,265.0,279.0,1,0.0,,,,,,,,,,,302.0
VN-A637,A321-211,8.3,VJC,11/03,VJ741,VII,BMV,2026-03-11 01:15:00,1,63.0,0.0,30.0,1426.0,2,0.0,,,,,,,,,,,1489.0
VN-A641,A321-211,8.8,VJC,11/03,VJ492,BMV,HAN,2026-03-11 01:15:00,1,11.0,23.0,35.0,34.0,2,23.0,,,,,,,,,,,45.0
VN-A653,A321-271N,7.5,VJC,11/03,VJ934,HAN,NRT,2026-03-11 01:20:00,1,66.0,13.0,225.0,247.0,4,40.0,,,,,,,,,,,313.0
VN-A674,A321-271N,7.6,VJC,11/03,VJ930,HAN,KIX,2026-03-11 01:20:00,1,46.0,17.0,790.0,794.0,1,0.0,,,,,,,,,,,840.0
VN-A636,A321-211,8.3,VJC,11/03,VJ136,SGN,HAN,2026-03-11 01:30:00,1,20.0,,,,1,0.0,,,,,,,,,,,
VN-A864,B787-900,10.4,VNA,11/03,VN384,HAN,HND,2026-03-11 01:35:00,1,24.0,8.0,125.0,140.0,2,8.0,,,,,,,,,,,164.0
VN-A617,A321-272N,7.3,VNA,11/03,VN1341,CXR,SGN,2026-03-11 01:40:00,1,6.0,9.0,35.0,53.0,2,9.0,,,,,,,,,,,59.0
VN-A635,A321-211,8.4,VJC,11/03,VJ442,PQC,HAN,2026-03-11 01:40:00,1,14.0,9.0,35.0,36.0,2,9.0,,,,,,,,,,,50.0
VN-A656,A320-214,10.9,VJC,11/03,VJ929,HAN,CGK,2026-03-11 01:40:00,1,29.0,24.0,785.0,770.0,1,0.0,,,,,,,,,,,799.0
VN-A811,A330-343,17.3,VJC,11/03,VJ121,HAN,SGN,2026-03-11 01:40:00,1,22.0,13.0,60.0,82.0,2,13.0,,,,,,,,,,,104.0
VN-A326,A321-231,14.7,VNA,11/03,VN1591,HAN,VDH,2026-03-11 01:45:00,1,10.0,0.0,635.0,654.0,1,0.0,,,,,,,,,,,664.0
VN-A358,A321-231,17.6,VNA,11/03,VN9983,HAN,GAY,2026-03-11 01:45:00,1,28.0,19.0,685.0,693.0,1,0.0,,,,,,,,,,,721.0
VN-A658,A320-214,11.4,VJC,11/03,VJ480,VCA,VII,2026-03-11 01:45:00,1,19.0,19.0,65.0,60.0,2,19.0,,,,,,,,,,,79.0
VN-A816,A330-343,10.3,VJC,11/03,VJ772,CXR,HAN,2026-03-11 01:50:00,1,23.0,,,,1,0.0,,,,,,,,,,,
VN-A544,A321-211,10.0,VJC,11/03,VJ132,SGN,HAN,2026-03-11 02:00:00,2,28.0,43.0,785.0,744.0,1,0.0,,,,,,,,,,,772.0
VN-A890,A350-941,9.4,VNA,11/03,VN244,SGN,HAN,2026-03-11 02:00:00,2,17.0,16.0,50.0,66.0,3,38.0,,,,,,,,,,,83.0
VN-A891,A350-941,9.2,VNA,11/03,VN209,HAN,SGN,2026-03-11 02:00:00,2,37.0,11.0,165.0,168.0,2,11.0,,,,,,,,,,,205.0
VN-A536,A321-271NX,3.2,VJC,11/03,VJ324,PQC,SGN,2026-03-11 02:05:00,2,35.0,32.0,35.0,26.0,2,32.0,,,,,,,,,,,61.0
VN-A334,A321-231,13.8,VNA,11/03,VN1716,VII,HAN,2026-03-11 02:10:00,2,0.0,7.0,35.0,49.0,2,7.0,,,,,,,,,,,45.0
VN-A390,A321-231,13.5,VNA,11/03,VN1405,VDH,SGN,2026-03-11 02:10:00,2,1.0,11.0,35.0,46.0,2,11.0,,,,,,,,,,,47.0
VN-A323,A321-231,14.9,VNA,11/03,VN1661,TBB,SGN,2026-03-11 02:15:00,2,16.0,21.0,35.0,35.0,2,21.0,,,,,,,,,,,51.0
VN-A336,A321-231,13.6,VNA,11/03,VN611,HAN,BKK,2026-03-11 02:15:00,2,17.0,0.0,100.0,135.0,5,133.0,,,,,,,,,,,152.0
VN-A650,A320-214,11.1,VJC,11/03,VJ801,SGN,BKK,2026-03-11 02:15:00,2,36.0,15.0,40.0,46.0,3,37.0,,,,,,,,,,,82.0
VN-A335,A321-231,13.6,VNA,11/03,VN402,SGN,ICN,2026-03-11 02:25:00,2,22.0,9.0,520.0,542.0,1,0.0,,,,,,,,,,,564.0
VN-A618,A321-272N,7.1,VNA,11/03,VN1273,THD,SGN,2026-03-11 02:25:00,2,0.0,11.0,45.0,60.0,2,11.0,,,,,,,,,,,60.0
VN-A639,A321-211,8.2,VJC,11/03,VJ278,SGN,HPH,2026-03-11 02:25:00,2,16.0,6.0,155.0,171.0,2,6.0,,,,,,,,,,,187.0
VN-A332,A321-231,14.3,VNA,11/03,VN1670,DAD,HPH,2026-03-11 02:30:00,2,0.0,3.0,35.0,53.0,3,3.0,,,,,,,,,,,51.0
VN-A325,A321-231,14.8,VNA,11/03,VN921,HAN,VTE,2026-03-11 02:35:00,2,40.0,39.0,120.0,104.0,3,56.0,,,,,,,,,,,144.0
VN-A634,A321-211,8.3,VJC,11/03,VJ897,SGN,DPS,2026-03-11 02:45:00,2,27.0,48.0,755.0,742.0,1,0.0,,,,,,,,,,,769.0
VN-A542,A321-211,10.0,VJC,11/03,VJ827,DAD,KUL,2026-03-11 02:50:00,2,13.0,5.0,585.0,600.0,1,0.0,,,,,,,,,,,613.0
VN-A663,A320-214,10.5,VJC,11/03,VJ440,PQC,HAN,2026-03-11 02:50:00,2,45.0,24.0,60.0,43.0,4,120.0,,,,,,,,,,,88.0
VN-A329,A321-231,14.3,VNA,11/03,VN1553,HAN,CXR,2026-03-11 02:55:00,2,24.0,1.0,45.0,68.0,3,13.0,,,,,,,,,,,92.0
VN-A619,A321-272N,7.1,VNA,11/03,VN113,DAD,SGN,2026-03-11 02:55:00,2,33.0,10.0,35.0,40.0,3,14.0,,,,,,,,,,,73.0
VN-A392,A321-231,13.5,VNA,11/03,VN512,HAN,PEK,2026-03-11 03:00:00,3,22.0,0.0,110.0,172.0,2,0.0,,,,,,,,,,,194.0
VN-A886,A350-941,10.8,VNA,11/03,VN210,SGN,HAN,2026-03-11 03:00:00,3,23.0,14.0,50.0,62.0,4,22.0,,,,,,,,,,,85.0
VN-A227,A321-211,13.0,BAV,11/03,QH154,SGN,DAD,2026-03-11 03:05:00,3,13.0,18.0,45.0,54.0,3,18.0,,,,,,,,,,,67.0
ER-00005,A320-214,12.2,BAV,11/03,QH211,HAN,SGN,2026-03-11 03:10:00,3,34.0,14.0,50.0,62.0,2,14.0,,,,,,,,,,,96.0
VN-A501,A321-272N,7.2,VNA,11/03,VN7552,CXR,HAN,2026-03-11 03:10:00,3,9.0,0.0,50.0,69.0,3,1.0,,,,,,,,,,,78.0
VN-A526,A321-271NX,3.3,VJC,11/03,VJ329,SGN,PQC,2026-03-11 03:10:00,3,25.0,41.0,960.0,937.0,1,0.0,,,,,,,,,,,962.0
VN-A623,A321-272N,7.1,VNA,11/03,VJ567,HAN,HUI,2026-03-11 03:10:00,3,15.0,34.0,70.0,58.0,3,60.0,,,,,,,,,,,73.0
VN-A632,A321-211,8.5,VJC,11/03,VJ567,HAN,HUI,2026-03-11 03:10:00,3,15.0,34.0,70.0,58.0,3,60.0,,,,,,,,,,,73.0
VN-A633,A321-211,8.5,VJC,11/03,VJ970,SIN,DAD,2026-03-11 03:15:00,3,48.0,0.0,60.0,1525.0,5,39.0,,,,,,,,,,,1573.0
JU-1410,A320-214,14.9,BAV,11/03,QH224,SGN,HAN,2026-03-11 03:20:00,3,27.0,28.0,40.0,41.0,3,54.0,,,,,,,,,,,68.0
VN-A672,A320-214,10.1,VJC,11/03,VJ720,DAD,HPH,2026-03-11 03:20:00,3,15.0,40.0,100.0,82.0,2,40.0,,,,,,,,,,,97.0
VN-A326,A321-231,14.7,VNA,11/03,VN1590,VDH,HAN,2026-03-11 03:25:00,3,3.0,10.0,35.0,46.0,2,10.0,,,,,,,,,,,49.0
VN-A617,A321-272N,7.3,VNA,11/03,VN1825,SGN,PQC,2026-03-11 03:25:00,3,12.0,6.0,40.0,64.0,3,15.0,,,,,,,,,,,76.0
VN-A637,A321-211,8.3,VJC,11/03,VJ740,BMV,VII,2026-03-11 03:25:00,3,48.0,63.0,45.0,3.0,3,63.0,,,,,,,,,,,51.0
VN-A693,A321-271N,7.0,VJC,11/03,VJ731,HPH,CXR,2026-03-11 03:25:00,3,19.0,6.0,40.0,51.0,2,6.0,,,,,,,,,,,70.0
VN-A641,A321-211,8.8,VJC,11/03,VJ507,HAN,DAD,2026-03-11 03:30:00,3,33.0,11.0,30.0,38.0,3,34.0,,,,,,,,,,,71.0
VN-A671,A320-214,10.1,VJC,11/03,VJ463,HAN,VCA,2026-03-11 03:30:00,3,30.0,27.0,50.0,42.0,3,50.0,,,,,,,,,,,72.0
VN-A629,A321-211,7.3,VJC,11/03,VJ210,SGN,VII,2026-03-11 03:40:00,3,0.0,75.0,310.0,264.0,1,0.0,,,,,,,,,,,264.0
VN-A630,A321-211,8.9,VJC,11/03,VJ775,HAN,CXR,2026-03-11 03:40:00,3,26.0,0.0,100.0,1548.0,2,0.0,,,,,,,,,,,1574.0
VN-A889,A350-941,10.4,VNA,11/03,VN414,HAN,ICN,2026-03-11 03:40:00,3,16.0,37.0,155.0,145.0,2,37.0,,,,,,,,,,,161.0
VN-A658,A320-214,11.4,VJC,11/03,VJ481,VII,VCA,2026-03-11 04:00:00,4,32.0,19.0,25.0,24.0,3,38.0,,,,,,,,,,,56.0
VN-A814,A330-343,10.4,VJC,11/03,VJ81,SGN,MEL,2026-03-11 04:05:00,4,29.0,44.0,310.0,284.0,1,0.0,,,,,,,,,,,313.0
VN-A324,A321-231,14.8,VNA,11/03,VN1264,SGN,VII,2026-03-11 04:10:00,4,21.0,0.0,50.0,1496.0,2,0.0,,,,,,,,,,,1517.0
VN-A532,A321-211,11.0,VJC,11/03,VJ941,TPE,HAN,2026-03-11 04:10:00,4,40.0,23.0,60.0,59.0,2,23.0,,,,,,,,,,,99.0
VN-A636,A321-211,8.3,VJC,11/03,VJ135,HAN,SGN,2026-03-11 04:10:00,4,28.0,20.0,30.0,40.0,2,20.0,,,,,,,,,,,68.0
VN-A393,A321-231,13.5,VNA,11/03,VN1203,HAN,VCA,2026-03-11 04:15:00,4,11.0,0.0,50.0,81.0,2,0.0,,,,,,,,,,,92.0
VN-A646,A321-271N,8.2,VJC,11/03,VJ809,SGN,HKT,2026-03-11 04:15:00,4,27.0,8.0,235.0,258.0,3,43.0,,,,,,,,,,,285.0
VN-A332,A321-231,14.3,VNA,11/03,VN1671,HPH,DAD,2026-03-11 04:20:00,4,15.0,0.0,35.0,57.0,4,3.0,,,,,,,,,,,72.0
VN-A525,A321-271NX,2.5,VJC,11/03,VJ926,HPH,ICN,2026-03-11 04:21:00,4,0.0,34.0,96.0,86.0,2,34.0,,,,,,,,,,,86.0
VN-A534,A321-271NX,5.3,VJC,11/03,VJ906,KUL,HAN,2026-03-11 04:30:00,4,38.0,28.0,60.0,48.0,2,28.0,,,,,,,,,,,86.0
VN-A323,A321-231,14.9,VNA,11/03,VN605,SGN,BKK,2026-03-11 04:35:00,4,11.0,16.0,75.0,80.0,3,37.0,,,,,,,,,,,91.0
VN-A544,A321-211,10.0,VJC,11/03,VJ137,HAN,SGN,2026-03-11 04:40:00,4,28.0,28.0,30.0,32.0,2,28.0,,,,,,,,,,,60.0
VN-A816,A330-343,10.3,VJC,11/03,VJ133,HAN,SGN,2026-03-11 04:40:00,4,34.0,23.0,60.0,55.0,2,23.0,,,,,,,,,,,89.0
VN-A334,A321-231,13.8,VNA,11/03,VN169,HAN,DAD,2026-03-11 04:45:00,4,14.0,0.0,100.0,123.0,3,7.0,,,,,,,,,,,137.0
VN-A516,A321-271NX,0.9,VJC,11/03,VJ330,PQC,SGN,2026-03-11 04:45:00,4,48.0,0.0,40.0,44.0,3,6.0,,,,,,,,,,,92.0
VN-A523,A321-271NX,0.9,VJC,11/03,VJ885,KHH,SGN,2026-03-11 04:45:00,4,0.0,19.0,60.0,81.0,2,19.0,,,,,,,,,,,68.0
VN-A650,A320-214,11.1,VJC,11/03,VJ802,BKK,SGN,2026-03-11 04:45:00,4,40.0,36.0,60.0,39.0,4,73.0,,,,,,,,,,,79.0
VN-A585,A321-211,14.1,BAV,11/03,QH135,HAN,DAD,2026-03-11 04:50:00,4,15.0,6.0,165.0,186.0,6,117.0,,,,,,,,,,,201.0
VN-A623,A321-272N,7.1,VNA,11/03,VJ566,HUI,HAN,2026-03-11 04:50:00,4,19.0,15.0,30.0,34.0,4,75.0,,,,,,,,,,,53.0
VN-A632,A321-211,8.5,VJC,11/03,VJ566,HUI,HAN,2026-03-11 04:50:00,4,19.0,15.0,30.0,34.0,4,75.0,,,,,,,,,,,53.0
VN-A662,A320-214,10.5,VJC,11/03,VJ372,SGN,VCL,2026-03-11 04:50:00,4,9.0,0.0,80.0,101.0,4,22.0,,,,,,,,,,,110.0
VN-A526,A321-271NX,3.3,VJC,11/03,VJ986,PQC,HKG,2026-03-11 04:55:00,4,43.0,25.0,45.0,43.0,2,25.0,,,,,,,,,,,86.0
VN-A890,A350-941,9.4,VNA,11/03,VN251,HAN,SGN,2026-03-11 05:00:00,5,19.0,17.0,55.0,61.0,4,55.0,,,,,,,,,,,80.0
VN-A891,A350-941,9.2,VNA,11/03,VN212,SGN,HAN,2026-03-11 05:00:00,5,128.0,37.0,50.0,27.0,3,48.0,,,,,,,,,,,155.0
VN-A522,A321-211,10.8,VJC,11/03,VJ633,DAD,SGN,2026-03-11 05:05:00,5,10.0,2.0,65.0,60.0,3,53.0,,,,,,,,,,,70.0
VN-A536,A321-271NX,3.2,VJC,11/03,VJ860,SGN,ICN,2026-03-11 05:05:00,5,34.0,35.0,115.0,95.0,3,67.0,,,,,,,,,,,129.0
VN-A617,A321-272N,7.3,VNA,11/03,VN1824,PQC,SGN,2026-03-11 05:05:00,5,4.0,12.0,40.0,49.0,4,27.0,,,,,,,,,,,53.0
VN-A618,A321-272N,7.1,VNA,11/03,VN1464,SGN,VCL,2026-03-11 05:10:00,5,21.0,0.0,45.0,57.0,3,11.0,,,,,,,,,,,78.0
VN-A672,A320-214,10.1,VJC,11/03,VJ721,HPH,DAD,2026-03-11 05:10:00,5,15.0,15.0,30.0,42.0,3,55.0,,,,,,,,,,,57.0
VN-A811,A330-343,17.3,VJC,11/03,VJ327,SGN,PQC,2026-03-11 05:10:00,5,42.0,22.0,80.0,77.0,3,35.0,,,,,,,,,,,119.0
VN-A619,A321-272N,7.1,VNA,11/03,VN1390,SGN,UIH,2026-03-11 05:15:00,5,51.0,33.0,50.0,39.0,4,47.0,,,,,,,,,,,90.0
VN-A635,A321-211,8.4,VJC,11/03,VJ901,HAN,BKK,2026-03-11 05:15:00,5,9.0,14.0,90.0,96.0,3,23.0,,,,,,,,,,,105.0
VN-A336,A321-231,13.6,VNA,11/03,VN610,BKK,HAN,2026-03-11 05:20:00,5,21.0,17.0,60.0,60.0,6,150.0,,,,,,,,,,,81.0
VN-A641,A321-211,8.8,VJC,11/03,VJ508,DAD,HAN,2026-03-11 05:20:00,5,48.0,33.0,30.0,16.0,4,67.0,,,,,,,,,,,64.0
VN-A639,A321-211,8.2,VJC,11/03,VJ7078,HPH,MFM,2026-03-11 05:21:00,5,0.0,16.0,56.0,66.0,3,22.0,,,,,,,,,,,66.0
VN-A663,A320-214,10.5,VJC,11/03,VJ441,HAN,PQC,2026-03-11 05:25:00,5,59.0,45.0,30.0,9.0,5,165.0,,,,,,,,,,,68.0
VN-A227,A321-211,13.0,BAV,11/03,QH9588,DAD,MFM,2026-03-11 05:30:00,5,11.0,13.0,60.0,72.0,4,31.0,,,,,,,,,,,83.0
VN-A329,A321-231,14.3,VNA,11/03,VN1552,CXR,HAN,2026-03-11 05:30:00,5,17.0,24.0,35.0,39.0,4,37.0,,,,,,,,,,,56.0
VN-A655,A320-214,11.1,VJC,11/03,VJ957,PUS,HAN,2026-03-11 05:30:00,5,5.0,14.0,60.0,74.0,4,26.0,,,,,,,,,,,79.0
VN-A669,A320-214,16.5,VJC,11/03,VJ138,SGN,HAN,2026-03-11 05:30:00,5,46.0,42.0,665.0,648.0,1,0.0,,,,,,,,,,,694.0
VN-A637,A321-211,8.3,VJC,11/03,VJ211,VII,SGN,2026-03-11 05:45:00,5,26.0,48.0,45.0,25.0,4,111.0,,,,,,,,,,,51.0
VN-A326,A321-231,14.7,VNA,11/03,VN171,HAN,DAD,2026-03-11 06:00:00,6,22.0,3.0,90.0,98.0,3,13.0,,,,,,,,,,,120.0
VN-A390,A321-231,13.5,VNA,11/03,VN1827,SGN,PQC,2026-03-11 06:00:00,6,38.0,1.0,130.0,137.0,3,12.0,,,,,,,,,,,175.0
VN-A535,A321-211,10.1,VJC,11/03,VJ198,SGN,HAN,2026-03-11 06:00:00,6,31.0,43.0,80.0,66.0,4,111.0,,,,,,,,,,,97.0
VN-A629,A321-211,7.3,VJC,11/03,VJ213,VII,SGN,2026-03-11 06:00:00,6,5.0,0.0,30.0,56.0,2,0.0,,,,,,,,,,,61.0
VN-A886,A350-941,10.8,VNA,11/03,VN213,HAN,SGN,2026-03-11 06:00:00,6,19.0,23.0,55.0,59.0,5,45.0,,,,,,,,,,,78.0
VN-A671,A320-214,10.1,VJC,11/03,VJ460,VCA,HAN,2026-03-11 06:10:00,6,30.0,30.0,30.0,17.0,4,80.0,,,,,,,,,,,47.0
ER-00005,A320-214,12.2,BAV,11/03,QH242,SGN,HAN,2026-03-11 06:15:00,6,56.0,34.0,50.0,31.0,3,48.0,,,,,,,,,,,87.0
JU-1410,A320-214,14.9,BAV,11/03,QH251,HAN,SGN,2026-03-11 06:15:00,6,42.0,27.0,45.0,45.0,4,81.0,,,,,,,,,,,87.0
VN-A332,A321-231,14.3,VNA,11/03,VN1441,DAD,VCA,2026-03-11 06:20:00,6,21.0,15.0,40.0,44.0,5,18.0,,,,,,,,,,,65.0
